ItemID	Accessories Included	Accessory Type	Bag Color	Bag Depth	Bag Height	Bag Length	Bag Material	Bag Width	Ball Valve Lockout Type	Base Clamping Unit Height	Base Clamping Unit Material	Blocking Arm Height	Blocking Arm Material	Blocking Arm Size	Blocking Arm Width	Blockout Height	Body Color	Body Depth	Body Height	Body Material	Body Width	Box Color	Box Depth	Box Height	Box Interior Features	Box Material	Box Width	Cabinet Color	Cabinet Depth	Cabinet Finish/Coating	Cabinet Height	Cabinet Interior Features	Cabinet Material	Cabinet Type	Cabinet Width	Cable & Chain Lockouts Included	Cable Color	Cable Diameter	Cable Finish/Coating	Cable Length	Cable Lockout Type	Cable Material	Circuit Breaker Lockout Type	Clear Window?	Cleat Depth	Cleat Height	Cleat Width	Color	Component Type	Cylinder Valve Lockout Type	Depth	Device Types in Kit	Door Type	Electrical Lockouts Included	Enables Industry Compliance	Finish/Coating	Fittings Accommodated	Fuse Size	Gate Valve Lockout Type	Group Lockout Boxes Included	Handle Thickness	Handle/Toggle Width	Hanging Hardware Included?	Hasp Body Color	Hasp Depth	Hasp Height	Hasp Material	Hasp Type	Hasp Width	Hasps Included	Height	High-visibility?	Hose Lockout Type	Includes	Inside Jaw Size	Installation Tool Required?	Label Language	Label Message	Labeled?	Labels Included	Lockable?	Lockout Box Color	Lockout Box Depth	Lockout Box Height	Lockout Box Material	Lockout Box Type	Lockout Box Width	Lockout Color	Lockout Depth	Lockout Diameter	Lockout Height	Lockout Length	Lockout Material	Lockout Size	Lockout Type	Lockout Width	Manuals & Training Materials Included	Material	Maximum Cord Diameter	Maximum Handle Thickness	Maximum Handle Width	Maximum Number of Padlocks	Maximum Number of Padlocks Attached	Maximum Number of Padlocks Stored	Maximum Pipe Diameter	Maximum Plug Diameter	Maximum Plug Length	Maximum Plug Size	Maximum Service Temperature	Maximum Shackle Diameter	Maximum Stem Diameter	Maximum Switch Width	Maximum Valve Size	Minimum Pipe Diameter	Minimum Service Temperature	Minimum Stem Diameter	Minimum Valve Size	Non-conductive Cable?	Non-conductive?	Number of Jaws	Number of Loops	Open or Closed Valve?	Padlocks Included	Pipe Diameter Range	Plug Lockout Type	Plug Voltage	Reverse Label Message	Rising Stem Knockout Hole Diameter	Risk Type	Service Temperature Range	Single-pole Lockout Type	Station Color	Station Depth	Station Features	Station Height	Station Material	Station Width	Steel Type	Stem Diameter Range	Storage Container Color	Storage Container Depth	Storage Container Finish/Coating	Storage Container Height	Storage Container Language	Storage Container Material	Storage Container Type	Storage Container Width	Tags Included	Thread Type	Title	Tool Color	Training Material Type	Type	Valve Lockouts Included	Valve Size Range	Valve Stem Hole Size	Valve Wheel Diameter	Video Format	Video Length	Voltage	Wall Switch Type	Width	With Cable?
Y407236	(1) Extra-Large Lockout Toolbox																																			(1) All Purpose Cable Lockout with 8 ft Sheathed Cable																Mechanical Risk Lockouts																																																																							(2) Keyed-Different Steel Padlocks																	Gray	8 in		7.5 in		Polyethylene	Box	14 in	(2) Heavy Duty Reusable Lockout Tags with Nylon Cable Ties						(1) 1 in to 6 1/2 in Adjustable Gate Valve Lockout(1) Small Universal Valve Lockout with Blocking Arm(1) 1 in to 2-1/2 in Gate Valve Lockout(1) 1/4 in to 1 in Ball Valve Lockout									
Y407252	(1) Cleat for 120/277 V Clamp-On Lockout, (1) Lockout Satchel(1) Cleat for 480/600 V Clamp-On Lockout																																			(1) All Purpose Cable Lockout with 8 ft Sheathed Cable																Electrical Risk & Mechanical Risk Lockouts		(1) 120/277 V Clamp-On Breaker Lockout with Cleat(1) 110 V Plug Lockout, (1) Wall Switch Lockout(1) 480/600 V Clamp-On Breaker Lockout with Cleat(1) 120 V Snap-On Breaker Lockout, (1) Universal Multi-Pole Breaker Lockout																																																																					(2) Keyed-Different Steel Padlocks																	Black on Red	15 in		14 in	English	Nylon	Bag	4 in	(2) Heavy Duty Reusable Lockout Tags						(1) Large Universal Valve Lockout with Blocking Arm(1) 1 in to 2-1/2 in Gate Valve Lockout, (1) 2-1/2 in to 5 in Gate Valve Lockout(1) 1/4 in to 1 in Ball Valve Lockout									
Y406658																																								20 ft		Nylon																																																																												Non-conductive																																													With Cable
Y406775																																					Red	3/16 in	Vinyl	16 ft		Metal																																																																													Not Non-Conductive		Unlooped								Mechanical Risk																																		
Y406776																																					Red	1/8 in	Nylon	20 ft		Steel																																																																													Non-Conductive		Unlooped								Mechanical Risk																																		
Y407218	(1) Lockout Tool Box, (2) Cleats for 480/600 V Clamp-On Lockout(2) Cleats for 120/277 V Clamp-On Lockout																																			(1) Mini Cable Lockout																Electrical Risk Lockouts		(2) 480/600 V Clamp-On Breaker Lockouts with Cleat(2) 120/277 V Clamp-On Breaker Lockouts with Cleat(1) Oversized Breaker Lockout, (1) Universal Multi-Pole Breaker Lockout, (2) 120 V Snap-On Breaker Lockouts																																																																					(2) Keyed-Different Steel Padlocks																	Gray	6-1/2 in		5-1/4 in		Copolymer Resin	Box	14 in	(2) Heavy Duty Reusable Lockout Tags with Nylon Cable Ties															
Y407219	(1) Extra-Large Lockout Toolbox, (2) Cleats for 120/277 V Clamp-On Lockout(1) Red Belt Pouch(2) Cleats for 480/600 V Clamp-On Lockout																																			(1) Mini Cable Lockout																Electrical Risk Lockouts		(1) Oversized Breaker Lockout, (2) 120 V Snap-On Breaker Lockouts(1) Universal Multi-Pole Breaker Lockout(1) 3-in-1 Plug Lockout, (1) Wall Switch Lockout, (2) 120/277 V Clamp-On Breaker Lockouts with Cleat, (2) 480/600 V Clamp-On Breaker Lockouts with Cleat																																																																																						Gray	8 in		7.5 in		Polyethylene	Box	14 in																
Y407227	(1) Extra-Large Lockout Toolbox(1) Lockout Belt Pouch(1) Cleat for 480/600 V Clamp-On Lockout																																			(1) Mini Cable Lockout																Electrical Risk & Mechanical Risk Lockouts		(1) 120 V Snap-On Breaker Lockout, (1) 120/277 V Clamp-On Breaker Lockout with Cleat, (1) 480/600 V Clamp-On Breaker Lockout with Cleat(1) 110 V Plug Lockout, (1) Wall Switch Lockout(1) Universal Multi-Pole Breaker Lockout																																																																																						Gray	8 in		7.5 in		Polyethylene	Box	14 in							(1) 1-1/4 in to 3 in Ball Valve Lockout(1) 1/4 in to 1 in Ball Valve Lockout(1) 1 in to 6-1/2 in Adjustable Gate Valve Lockout									
Y407260	(2) Cleats for 480/600 V Clamp-On Lockout(2) Cleats for 120/277 V Clamp-On Lockout																																			(10) All Purpose Cable Lockout with 8 ft Sheathed Cable																Electrical Risk & Mechanical Risk Lockouts		(1) 110 V Electrical Plug Lockout(2) 480/600 V Clamp-On Breaker Lockouts(1) Oversized Breaker Lockout(1) Wall Switch Lockout, (2) 120 V Snap-On Breaker Lockouts, (2) 120/277 V Clamp-On Breaker Lockouts, (2) Universal Multi-Pole Breaker Lockouts																(2) Labeled Lockout Hasps																																																					(18) Keyed-Different Safety Padlocks																	Red on White	5-1/4 in		30 in	English	Polystyrene	Open-Front Wall-mounted Station	25 in	(25) Heavy Duty Reusable Lockout Tags with Nylon Cable Ties						(2) 1 in to 2-1/2 in Gate Valve Lockouts(1) 1 in to 6-1/2 in Adjustable Gate Valve Lockout, (1) 1-1/4 in to 3 in Ball Valve Lockout, (1) Large Universal Valve Lockout with Blocking Arm(1) 1/4 in to 1 in Ball Valve Lockout									
Y407262	(2) Cleats for 480/600 V Clamp-On Lockout(2) Cleats for 120/277 V Clamp-On Lockout																																			(10) All Purpose Cable Lockout with 8 ft Sheathed Cable																Electrical Risk & Mechanical Risk Lockouts		(1) 110 V Electrical Plug Lockout, (2) 120/277 V Clamp-On Breaker Lockouts, (2) Universal Multi-Pole Breaker Lockouts(1) Oversized Breaker Lockout, (2) 480/600 V Clamp-On Breaker Lockouts(1) Wall Switch Lockout, (2) 120 V Snap-On Breaker Lockouts																(2) Labeled Lockout Hasps																																																					(18) Steel Padlocks																	Red on White	5-1/4 in		30 in	English	Polystyrene	Open-Front Wall-mounted Station	25 in	(25) Heavy Duty Reusable Lockout Tags with Nylon Cable Ties						(1) 1-1/4 in to 3 in Ball Valve Lockout, (1) Large Universal Valve Lockout with Blocking Arm(1) 1 in to 6-1/2 in Adjustable Gate Valve Lockout, (1) 1/4 in to 1 in Ball Valve Lockout(2) 1 in to 2-1/2 in Gate Valve Lockouts									
Y407267																																				(1) All Purpose Cable Lockout with 8 ft Sheathed Cable																Electrical Risk & Mechanical Risk Lockouts		(1) 110 V Plug Lockout, (1) 3-in-1 Plug Lockout																(2) Labeled Lockout Hasps																																																																						Red on White	5 in		26 in	English	Polystyrene	Open-front Wall-mounted Station	19-1/2 in							(1) 1/4 in to 1 in Ball Valve Lockout(1) 1 in to 2-1/2 in Gate Valve Lockout(1) 1 in to 6-1/2 in Adjustable Gate Valve Lockout, (1) Large Universal Valve Lockout with Blocking Arm									
Y407269																																				(1) All Purpose Cable Lockout with 8 ft Sheathed Cable																Electrical Risk & Mechanical Risk Lockouts		(1) 110 V Electrical Plug Lockout(1) 3-in-1 Electrical Plug Lockout																(2) Labeled Lockout Hasps																																																					(12) Keyed-Different Safety Padlocks																	Red on White	5 in		26 in	English	Polystyrene	Open-Front Wall-mounted Station	19-1/2 in	(25) Heavy Duty Reusable Lockout Tags with Nylon Cable Ties						(1) 1 in to 6-1/2 in Adjustable Gate Valve Lockout, (1) Large Universal Valve Lockout with Blocking Arm(1) 1/4 in to 1 in Ball Valve Lockout(1) 1 in to 2-1/2 in Gate Valve Lockout									
Y406601										6.38 in	Fiberglass Reinforced Nylon	7.05 in	Fiberglass Reinforced Nylon	8.82 x 7.05 in	8.82 in																							1/8 in		8 ft		Metal							Base Clamping Unit, Blocking ArmCable Attachment						ANSI Z244, OSHA 29 CFR 1910.147																																	Red										Fiberglass Reinforced Nylon (Locking Piece)/Stainless Steel (Teeth, Screw, Pin, Spring)/Brass (Threaded Insert)		1.1 in	1.6 in	2								0.39 in								Cable Not Non-Conductive											Mechanical Risk									Industrial Grade																									
Y406642																																								8 ft																																																																														Cable Not Non-Conductive											Mechanical Risk																																		
Y406772																																					Red	3/16 in	Vinyl	12 ft		Metal																																																																													Not Non-Conductive		Unlooped								Mechanical Risk																																		
Y406779																																					Red	3/16 in	Vinyl	20 ft		Metal																																																																													Not Non-Conductive		Unlooped								Mechanical Risk																																		
Y407221	(2) Cleats for 480/600 V Clamp-On Lockout(1) Extra-Large Lockout Toolbox, (1) Red Belt Pouch, (2) Cleats for 120/277 V Clamp-On Lockout																																			(1) Mini Cable Lockout																Electrical Risk Lockouts		(2) 480/600 V Clamp-On Breaker Lockouts with Cleat(2) 120/277 V Clamp-On Breaker Lockouts with Cleat(1) Oversized Breaker Lockout, (1) Universal Multi-Pole Breaker Lockout(1) 3-in-1 Plug Lockout, (1) Wall Switch Lockout, (2) 120 V Snap-On Breaker Lockouts																																																																					(2) Keyed-Different Steel Padlocks																	Gray	8 in		7.5 in		Polyethylene	Box	14 in	(2) Heavy Duty Reusable Lockout Tags with Nylon Cable Ties															
Y407234	(1) Extra-Large Lockout Toolbox																																			(1) All Purpose Cable Lockout with 8 ft Sheathed Cable																Mechanical Risk Lockouts																																																																							(2) Keyed-Different Safety Padlocks																	Gray	8 in		7.5 in		Polyethylene	Box	14 in	(2) Heavy Duty Reusable Lockout Tags with Nylon Cable Ties						(1) 1 in to 2-1/2 in Gate Valve Lockout, (1) 1 in to 6 1/2 in Adjustable Gate Valve Lockout(1) 1/4 in to 1 in Ball Valve Lockout, (1) Small Universal Valve Lockout with Blocking Arm									
Y407274																																				(1) All Purpose Cable Lockout with 8 ft Sheathed Cable																Electrical Risk & Mechanical Risk Lockouts		(1) 3-in-1 Electrical Plug Lockout(1) 110 V Electrical Plug Lockout																(2) Labeled Lockout Hasps																																																					(12) Keyed-Different Safety Padlocks																	Red on White	5 in		26 in	English	Polystyrene	Open-Front Wall-mounted Station	19-1/2 in	(25) Heavy Duty Reusable Lockout Tags with Nylon Cable Ties						(1) 1 in to 2-1/2 in Ball Valve Lockout(1) 1 in to 6-1/2 in Adjustable Gate Valve Lockout, (1) 1/4 to 1 Ball Valve Lockout, (1) Large Universal Valve Lockout with Blocking Arm									
Y407228	(1) Cleat for 480/600 V Clamp-On Lockout(1) Lockout Belt Pouch(1) Extra-Large Lockout Toolbox																																			(1) Mini Cable Lockout																Electrical Risk & Mechanical Risk Lockouts		(1) 120 V Snap-On Breaker Lockout, (1) 120/277 V Clamp-On Breaker Lockout with Cleat, (1) 480/600 V Clamp-On Breaker Lockout with Cleat(1) Universal Multi-Pole Breaker Lockout(1) 110 V Plug Lockout, (1) Wall Switch Lockout																																																																					(2) Keyed-Different Safety Padlocks																	Gray	8 in		7.5 in		Polyethylene	Box	14 in	(2) Heavy Duty Reusable Lockout Tags						(1) 1-1/4 in to 3 in Ball Valve Lockout(1) 1 in to 6-1/2 in Adjustable Gate Valve Lockout(1) 1/4 in to 1 in Ball Valve Lockout									
Y407230	(1) Cleat for 480/600 V Clamp-On Lockout, (1) Lockout Satchel(1) Cleat for 120/277 V Clamp-On Lockout																																			(1) All Purpose Cable Lockout with 8 ft Sheathed Cable																Electrical Risk & Mechanical Risk Lockouts		(1) 120 V Snap-On Breaker Lockout, (1) 120/277 V Clamp-On Breaker Lockout with Cleat, (1) 480/600 V Clamp-On Breaker Lockout with Cleat(1) Universal Multi-Pole Breaker Lockout(1) 110 V Plug Lockout, (1) Wall Switch Lockout																																																																																						Black on Red	15 in		14 in	English	Nylon	Bag	4 in							(1) Large Universal Valve Lockout with Blocking Arm(1) 1 in to 2-1/2 in Gate Valve Lockout, (1) 2-1/2 in to 5 in Gate Valve Lockout(1) 1/4 in to 1 in Ball Valve Lockout									
Y407239	(1) Lockout Satchel																																																			Mechanical Risk Lockouts																																																																							(2) Keyed-Different Safety Padlocks																	Black on Red	15 in		14 in	English	Nylon	Bag	4 in	(2) Heavy Duty Reusable Lockout Tags with Nylon Cable Ties						(1) 5 in to 6-1/2 in Gate Valve Lockout, (1) 6-1/2 in to 10 in Gate Valve Lockout(1) 10 in to 13 in Gate Valve Lockout(1) 1 in to 2-1/2 in Gate Valve Lockout, (1) 2-1/2 in to 5 in Gate Valve Lockout									
Y407240	(1) Lockout Satchel																																																			Mechanical Risk Lockouts																																																																							(2) Keyed-Different Steel Padlocks																	Black on Red	15 in		14 in	English	Nylon	Bag	4 in	(2) Heavy Duty Reusable Lockout Tags with Nylon Cable Ties						(1) 5 in to 6-1/2 in Gate Valve Lockout, (1) 6-1/2 in to 10 in Gate Valve Lockout(1) 10 in to 13 in Gate Valve Lockout(1) 1 in to 2-1/2 in Gate Valve Lockout, (1) 2-1/2 in to 5 in Gate Valve Lockout									
Y407258	(2) Cleats for 120/277 V Clamp-On Lockout(2) Cleats for 480/600 V Clamp-On Lockout																																			(1) All Purpose Cable Lockout with 8 ft Sheathed Cable																Electrical Risk & Mechanical Risk Lockouts		(1) Oversized Breaker Lockout, (1) Wll Switch Lockout, (2) 120 V Snap-On Breaker Lockouts, (2) 480/600 V Clamp-On Breaker Lockouts(1) 110 V Plug Lockout(2) 120/277 V Clamp-On Breaker Lockouts, (2) Universal Multi-Pole Breaker Lockouts																(2) Labeled Lockout Hasps																																																																						Red on White	5-1/4 in		30 in	English	Polystyrene	Open-front Wall-mounted Station	25 in							(1) 1 in to 6-1/2 in Adjustable Gate Valve Lockout, (2) 1 in to 2-1/2 in Gate Valve Lockouts(1) 1-1/4 in to 3 in Ball Valve Lockout, (1) Large Universal Valve Lockout with Blocking Arm(1) 1/4 in to 1 in Ball Valve Lockout									
Y407279	(1) Cleat for 480/600 V Clamp-On Lockout(1) Cleat for 120/277 V Clamp-On Lockout																																																			Electrical Risk & Mechanical Risk Lockouts		(1) 110 V Plug Lockout, (1) 3-in-1 Plug Lockout, (1) 480/600 V Clamp-On Breaker Lockout, (1) Wall Switch Lockout(1) 120 V Snap-On Breaker Lockout, (1) 120/277 V Clamp-On Breaker Lockout, (1) Universal Multi-Pole Breaker Lockout(1) Oversized Breaker Lockout																																																																																						Black on Yellow	6 in	Powder-Coated	16 in	English	Metal	Cabinet-style Wall-mounted Station	14 in							(1) 1 in to 6-1/2 in Adjustable Gate Valve Lockout(1) 1 in to 2-1/2 in Gate Valve Lockout									
Y407281	(1) Cleat for 480/600 V Clamp-On Lockout(1) Cleat for 120/277 V Clamp-On Lockout																																																			Electrical Risk & Mechanical Risk Lockouts		(1) 480/600 V Clamp-On Breaker Lockout with Cleats, (1) Oversized Breaker Lockout(1) 110 V Electrical Plug, (1) 120/277 V Clamp-On Breaker Lockout with Cleats, (1) Wall Switch Lockout(1) 120 V Snap-On Breaker Lockout, (1) Universal Multi-Pole Breaker Lockout																																																																					(6) Steel Padlocks																	Black on Yellow	6 in	Powder-Coated	16 in	English	Metal	Cabinet-Style Wall-mounted Station	14 in	(12) Heavy Duty Reusable Lockout Tags with Nylon Cable Ties						(1) 1 in to 2-1/2 in Gate Valve Lockout(1) 1 in to 6-1/2 in Adjustable Gate Valve Lockout									
Y41978																																																																Red			Aluminum					Not High-Visibility							No Label Attached																																								Non-Conductive										Mechanical Risk																																		
Y434817																										Metal																																																																														13																																																											
Y434832	(1) Nylon Carrying Case																																			(1) All Purpose Cable Lockout with 8 ft Sheathed Cable																Mechanical Risk Lockouts																																																																																								White on Red	3 in		8 in	English	Nylon	Bag	7 in							(1) 1 in to 6-1/2 in Adjustable Gate Valve Lockout									
Y489254																						Black/Red	5.5 in	7.1 in	Removable Tray	Polypropylene/Steel	14 in																																																																																																																																								
Y491765	(1) Cleat for 480/600 V Clamp-On-Breaker Lockout(1) Cleat for 120/277 V Clamp-On-Breaker Lockout, (1) Small Lockout Toolbox																																																			Electrical Risk Lockouts		(2) 120/277 V Clamp-On Breaker Lockouts with Cleats, (2) Universal Multi-Pole Breaker Lockouts(2) 480/600 V Clamp-On Breaker Lockouts with Cleats																(3) 1 in Red Lockout Hasps																																																																						Black/Red	5.5 in	Nickel-plated (Clasps)	7.1 in	English	Polyethylene	Box	14 in	(3) Heavy Duty Lockout Tags with Nylon Cable Ties															
Y407231	(1) Cleat for 120/277 V Clamp-On Lockout(1) Cleat for 480/600 V Clamp-On Lockout, (1) Lockout Satchel																																			(1) All Purpose Cable Lockout with 8 ft Sheathed Cable																Electrical Risk & Mechanical Risk Lockouts		(1) 120 V Snap-On Breaker Lockout, (1) 120/277 V Clamp-On Breaker Lockout with Cleat(1) 110 V Plug Lockout, (1) 480/600 V Clamp-On Breaker Lockout with Cleat, (1) Wall Switch Lockout(1) Universal Multi-Pole Breaker Lockout																																																																					(2) Keyed-Different Safety Padlocks																	Black on Red	15 in		14 in	English	Nylon	Bag	4 in	(2) Heavy Duty Reusable Lockout Tags						(1) Large Universal Valve Lockout with Blocking Arm(1) 1/4 in to 1 in Ball Valve Lockout(1) 1 in to 2-1/2 in Gate Valve Lockout, (1) 2-1/2 in to 5 in Gate Valve Lockout									
Y407233	(1) Extra-Large Lockout Toolbox																																			(1) All Purpose Cable Lockout with 8 ft Sheathed Cable																Mechanical Risk Lockouts																																																																																								Gray	8 in		7.5 in		Polyethylene	Box	14 in							(1) 1 in to 2-1/2 in Gate Valve Lockout, (1) 1 in to 6 1/2 in Adjustable Gate Valve Lockout(1) 1/4 in to 1 in Ball Valve Lockout, (1) Small Universal Valve Lockout with Blocking Arm									
Y407238	(1) Lockout Satchel																																																			Mechanical Risk Lockouts																																																																																								Black on Red	15 in		14 in	English	Nylon	Bag	4 in							(1) 2-1/2 in to 5 in Gate Valve Lockout(1) 10 in to 13 in Gate Valve Lockout, (1) 5 in to 6-1/2 in Gate Valve Lockout, (1) 6-1/2 in to 10 in Gate Valve Lockout(1) 1 in to 2-1/2 in Gate Valve Lockout									
Y407264	(2) Cleats for 120/277 V Clamp-On Lockout(2) Cleats for 480/600 V Clamp-On Lockout																																			(1) All Purpose Cable Lockout with 8 ft Sheathed Cable																Electrical Risk & Mechanical Risk Lockouts		(1) 110 V Plug Lockout, (1) 3-in-1 Plug Lockout, (1) Wall Switch Lockout(1) Oversized Breaker Lockout, (2) 480/600 V Clamp-On Breaker Lockouts(2) 120 V Snap-On Breaker Lockouts, (2) 120/277 V Clamp-On Breaker Lockouts, (2) Universal Multi-Pole Breaker Lockouts																(2) Labeled Lockout Hasps																																																																						Red on White	5-1/4 in		30 in	English	Polystyrene	Cabinet-style Wall-mounted Station	25 in							(2) 1 in to 2-1/2 in Gate Valve Lockouts(1) 1 in to 6-1/2 in Adjustable Gate Valve Lockout, (1) 1-1/4 in to 3 in Ball Valve Lockout, (1) Large Universal Valve Lockout with Blocking Arm(1) 1/4 in to 1 in Ball Valve Lockout									
Y407265	(2) Cleats for 120/277 V Clamp-On Lockout(2) Cleats for 480/600 V Clamp-On Lockout																																			(1) All Purpose Cable Lockout with 8 ft Sheathed Cable																Electrical Risk & Mechanical Risk Lockouts		(1) Oversized Breaker Lockout, (2) 120 V Snap-On Breaker Lockouts, (2) 120/277 V Clamp-On Breaker Lockouts, (2) 480/600 V Clamp-On Breaker Lockouts(2) Universal Multi-Pole Breaker Lockouts(1) 110 V Plug Lockout, (1) 3-in-1 Plug Lockout, (1) Wall Switch Lockout																(2) Labeled Lockout Hasps																																																																						Red on White	5-1/4 in		30 in	English	Polystyrene	Cabinet-Style Wall-mounted Station	25 in							(1) 1-1/4 in to 3 in Ball Valve Lockout, (1) Large Universal Valve Lockout with Blocking Arm, (2) 1 in to 2-1/2 in Gate Valve Lockouts(1) 1 in to 6-1/2 in Adjustable Gate Valve Lockout(1) 1/4 in to 1 in Ball Valve Lockout									
Y407314																	Red	1.78 in	4 in	Fiberglass Reinforced Nylon																	Red	1/16 in	Vinyl	8 ft	Retractable	Nylon													ANSI Z244, OSHA 29 CFR 1910.147																					Tool Not Required	English	DANGER	Label Attached																							6								0.31 in								Cable Non-Conductive											Mechanical Risk																																		With Cable
Y407859																																																							ANSI Z244, OSHA 29 CFR 1910.147																						English	DANGER LOCKED OUT DO NOT REMOVE	Label Attached									Red	1.7 in			3.5 in	Polypropylene	3.5 x 3.2 x 1.7 in		3.2 in			0.5 in			1								0.364 in															Plug-Encasing	110 V			Electrical Risk																																		
Y490777																																																				Electrical Risk Lockouts		(1) 120/277 V Clamp-On Breaker Lockout																(1) 1 in Hasp																																																					(1) Brady Safety Padlock																	Black on White				English		Box		(1) Heavy Duty Tag with Tie															
Y491761	(1) Cleat for 480/600 V Clamp-On-Breaker Lockout, (1) Medium Lockout Toolbox(1) Cleat for 120/277 V Clamp-On-Breaker Lockout																																			(1) Mini Cable Lockout																Electrical Risk Lockouts		(1) 480/600 V Clamp-On Breaker Lockout with Cleats(2) Universal Multi-Pole Breaker Lockouts(1) 3-in-1 Plug Lockout, (2) 120/277 V Clamp-On Breaker Lockouts with Cleats(1) Oversized Breaker Lockout																(3) 1 in Group Lockout Hasps																																																																						Black/Red	7.3 in	Nickel-plated (Clasps)	7.8 in	English	Polyethylene	Box	16.2 in	(3) Heavy Duty Lockout Tags with Nylon Cable Ties															
Y491783	(1) Cleat for 120/277 V Clamp-On Breaker Lockout, Nylon Cable Tie(1) Cleat for 480/600 V Clamp-On Breaker Lockout																																																			Electrical Risk & Mechanical Risk Lockouts		(1) 120/277 V Clamp-On Breaker Lockout(1) Universal Multi-Pole Breaker Lockout(1) Small 110 V Electrical Plug Lockout																(2) 1 in Lockout Hasps																																																					(2) Steel Padlocks																	Black, Red	5.5 in	Nickel-plated (Clasps)	7.1 in	English	Polypropylene	Box	14 in	(2) Heavy Duty Lockout Tags						(1) 1 in to 2-1/2 in Gate Valve Lockout(1) 1-1/2 in to 2-1/2 in Small Ball Valve Lockout									
Y528300																																												Clear Window											ANSI Z244, OSHA 29 CFR 1910.147	Powder-coated																		(7) Key Pegs, ID Labels, Mounting Hardware			English	GROUP LOCK BOX				Yellow on Red	2-1/4 in	7 in	Steel	Wall Mount	8 in																7																																																		Group Lockout Box										
Y407266	(2) Cleats for 120/277 V Clamp-On Lockout(2) Cleats for 480/600 V Clamp-On Lockout																																			(1) All Purpose Cable Lockout with 8 ft Sheathed Cable																Electrical Risk & Mechanical Risk Lockouts		(1) 110 V Plug Lockout, (1) 3-in-1 Plug Lockout, (1) Wall Switch Lockout(1) Oversized Breaker Lockout, (2) 120 V Snap-On Breaker Lockouts, (2) 480/600 V Clamp-On Breaker Lockouts(2) 120/277 V Clamp-On Breaker Lockouts, (2) Universal Multi-Pole Breaker Lockouts																(2) Labeled Lockout Hasps																																																																						Red on White	5-1/4 in		30 in	English	Polystyrene	Cabinet-Style Wall-mounted Station	25 in							(1) 1-1/4 in to 3 in Ball Valve Lockout, (1) Large Universal Valve Lockout with Blocking Arm(1) 1 in to 6-1/2 in Adjustable Gate Valve Lockout, (2) 1 in to 2-1/2 in Gate Valve Lockouts(1) 1/4 in to 1 in Ball Valve Lockout									
Y407275																																				(1) All Purpose Cable Lockout with 8 ft Sheathed Cable																Electrical Risk & Mechanical Risk Lockouts		(1) 110 V Electrical Plug Lockout(1) 3-in-1 Electrical Plug Lockout																(2) Labeled Lockout Hasps																																																					(12) Steel Padlocks																	Red on White	5 in		26 in	English	Polystyrene	Cabinet-Style Wall-mounted Station	19-1/2 in	(25) Heavy Duty Reusable Lockout Tags with Nylon Cable Ties						(1) 1/4 in to 1 in Ball Valve Lockout(1) 1 in to 2-1/2 in Gate Valve Lockout(1) 1 in to 6-1/2 in Adjustable Gate Valve Lockout(1) Large Universal Valve Lockout with Blocking Arm									
Y407276	(2) Cleats for 480/600 V Clamp-On Lockout(2) Cleats for 120/277 V Clamp-On Lockout																																			(1) Mini Cable Lockout																Electrical Risk Lockouts		(1) 110 V Plug Lockout, (1) 3-in-1 Plug Lockout, (1) Wall Switch Lockout(1) Oversized Breaker Lockout(2) 120 V Snap-On Breaker Lockouts, (2) 120/277 V Clamp-On Breaker Lockouts, (2) 480/600 V Clamp-On Breaker Lockouts, (2) Universal Multi-Pole Breaker Lockouts																(2) Labeled Lockout Hasps																																																																						Red on White	4 in		18 in	English	Polystyrene	Open-front Wall-mounted Station	12 in																
Y407277	(2) 120/277 V Clamp-On Breaker Lockouts with Cleats(2) 480/600 V Clamp-On Breaker Lockouts with Cleats																																			(1) Mini Cable Lockout																Electrical Risk Lockouts		(1) 110 V Electrical Plug Lockout, (2) 120 V Snap-On Breaker Lockouts, (2) Universal Multi-Pole Breaker Lockouts(1) 3-in-1 Electrical Plug Lockout, (1) Oversized Breaker Lockout(1) Large Fuse Blockout, (1) Small Fuse Blockout, (1) Wall Switch Lockout																(2) Labeled Lockout Hasps																																																					(6) Keyed-Different Safety Padlocks																	Red on White	4 in		18 in	English	Polystyrene	Open-Front Wall-mounted Station	12 in	(12) Heavy Duty Reusable Lockout Tags with Nylon Cable Ties															
Y407271																																				(1) All Purpose Cable Lockout with 8 ft Sheathed Cable																Electrical Risk & Mechanical Risk Lockouts		(1) 110 V Electrical Plug Lockout(1) 3-in-1 Electrical Plug Lockout																(2) Labeled Lockout Hasps																																																					(12) Steel Padlocks																	Red on White	5 in		26 in	English	Polystyrene	Open-Front Wall-mounted Station	19-1/2 in	(25) Heavy Duty Reusable Lockout Tags with Nylon Cable Ties						(1) 1 in to 2-1/2 in Gate Valve Lockout, (1) Large Universal Valve Lockout with Blocking Arm(1) 1 in to 6-1/2 in Adjustable Gate Valve Lockout, (1) 1/4 in to 1 in Ball Valve Lockout									
